종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"053260","금강철강","KOSDAQ","금속","5210","-10","-0.19","97531200000"
"282720","금양그린파워","KOSDAQ","건설","12610","370","3.02","152826895000"
"036190","금화피에스시","KOSDAQ","건설","26550","100","0.38","159300000000"
"049080","기가레인","KOSDAQ","반도체","1258","36","2.95","106783250526"
"420770","기가비스","KOSDAQ","반도체","65600","3000","4.79","831529724800"
"035460","기산텔레콤","KOSDAQ","통신장비","2425","25","1.04","35350049500"
"308100","까스텔바작","KOSDAQ","유통","4910","30","0.61","32527439030"
"407400","꿈비","KOSDAQ","기타제조","10500","1100","11.70","128724477000"
"187790","나노","KOSDAQ","화학","1270","59","4.87","39167854100"
"286750","나노브릭","KOSDAQ","화학","2695","-75","-2.71","55539511335"
"121600","나노신소재","KOSDAQ","화학","120200","3400","2.91","1461617335600"
"247660","나노씨엠에스","KOSDAQ","일반전기전자","14160","110","0.78","61509907200"
"039860","나노엔텍","KOSDAQ","의료·정밀기기","3620","-5","-0.14","97043609740"
"091970","나노캠텍","KOSDAQ","화학","1099","-64","-5.50","41121824807"
"417010","나노팀","KOSDAQ","기계·장비","14720","330","2.29","281951708160"
"405920","나라셀라","KOSDAQ","유통","7290","-110","-1.49","93881174040"
"051490","나라엠앤디","KOSDAQ","기계·장비","6110","20","0.33","86762000000"
"137080","나래나노텍","KOSDAQ","기계·장비","6060","10","0.17","67020097320"
"190510","나무가","KOSDAQ","IT부품","13410","210","1.59","217944469440"
"242040","나무기술","KOSDAQ","출판·매체복제","2245","140","6.65","77691062680"
"089600","나스미디어","KOSDAQ","기타서비스","20500","200","0.99","237147341500"
"293580","나우IB","KOSDAQ","금융","1496","143","10.57","143271920000"
"138610","나이벡","KOSDAQ","제약","17160","70","0.41","170870339640"
"130580","나이스디앤비","KOSDAQ","기타서비스","6070","-20","-0.33","93478000000"
"036800","나이스정보통신","KOSDAQ","통신서비스","20750","150","0.73","207500000000"
"267320","나인테크","KOSDAQ","IT부품","3285","35","1.08","143436581640"
"111710","남화산업","KOSDAQ","오락·문화","6120","60","0.99","125998560000"
"091590","남화토건","KOSDAQ","건설","6750","250","3.85","79245000000"
"168330","내츄럴엔도텍","KOSDAQ","기타서비스","2190","0","0.00","69543231000"
"094860","네오리진","KOSDAQ","소프트웨어","293","12","4.27","30606714075"
"253590","네오셈","KOSDAQ","반도체","4090","0","0.00","169736239270"
"212560","네오오토","KOSDAQ","운송장비·부품","7290","160","2.24","57408480270"
"095660","네오위즈","KOSDAQ","디지털컨텐츠","27750","250","0.91","611435702250"
"042420","네오위즈홀딩스","KOSDAQ","디지털컨텐츠","26950","700","2.67","238692538700"
"950220","네오이뮨텍","KOSDAQ","기타서비스","1572","32","2.08","155419654980"
"311390","네오크레마","KOSDAQ","음식료·담배","8160","1070","15.09","65741815200"
"085910","네오티스","KOSDAQ","운송장비·부품","3370","50","1.51","46960336660"
"092730","네오팜","KOSDAQ","화학","23350","-400","-1.68","191641879350"
"290660","네오펙트","KOSDAQ","의료·정밀기기","1246","11","0.89","37356459322"
"306620","네온테크","KOSDAQ","기계·장비","2560","50","1.99","106786833920"
"153460","네이블","KOSDAQ","소프트웨어","7220","20","0.28","47146701080"
"007390","네이처셀","KOSDAQ","제약","8200","980","13.57","526088679200"
"033640","네패스","KOSDAQ","반도체","18040","-170","-0.93","415988004080"
"330860","네패스아크","KOSDAQ","반도체","21100","-50","-0.24","257083349500"
"089140","넥스턴바이오","KOSDAQ","기계·장비","5320","-30","-0.56","50026806200"
"137940","넥스트아이","KOSDAQ","의료·정밀기기","683","10","1.49","53493237536"
"396270","넥스트칩","KOSDAQ","반도체","17530","20","0.11","316427719200"
"348210","넥스틴","KOSDAQ","반도체","64400","200","0.31","656678943200"
"225570","넥슨게임즈","KOSDAQ","디지털컨텐츠","16230","270","1.69","1067719277100"
"217270","넵튠","KOSDAQ","출판·매체복제","7800","350","4.70","363074704200"
"104620","노랑풍선","KOSDAQ","기타서비스","6970","70","1.01","110419618220"
"194700","노바렉스","KOSDAQ","음식료·담배","11030","-110","-0.99","206865973440"
"285490","노바텍","KOSDAQ","기타제조","25200","700","2.86","266510941200"
"106520","노블엠앤비","KOSDAQ","의료·정밀기기","411","0","0.00","15082036272"
"376930","노을","KOSDAQ","의료·정밀기기","6390","330","5.45","236091713400"
"142280","녹십자엠에스","KOSDAQ","제약","3920","-20","-0.51","82779749360"
"234690","녹십자웰빙","KOSDAQ","제약","6330","70","1.12","112371907080"
"065560","녹원씨엔아이","KOSDAQ","출판·매체복제","11540","0","0.00","150366915480"
"054050","농우바이오","KOSDAQ","농업, 임업 및 어업","8130","210","2.65","130328460930"
"069140","누리플랜","KOSDAQ","금속","2570","65","2.59","18254049510"
"040160","누리플렉스","KOSDAQ","소프트웨어","5560","80","1.46","67028774600"
"332290","누보","KOSDAQ","화학","1693","5","0.30","56520471479"
"348340","뉴로메카","KOSDAQ","기계·장비","33850","800","2.42","353606239500"
"060260","뉴보텍","KOSDAQ","화학","845","12","1.44","35118238025"
"012340","뉴인텍","KOSDAQ","운송장비·부품","1115","-4","-0.36","56761485630"
"214870","뉴지랩파마","KOSDAQ","유통","1383","0","0.00","45813404598"
"270870","뉴트리","KOSDAQ","음식료·담배","6850","550","8.73","63021534400"
"144960","뉴파워프라즈마","KOSDAQ","기계·장비","5270","-30","-0.57","230260128480"
"085670","뉴프렉스","KOSDAQ","IT부품","5630","90","1.62","137657784430"
"064260","다날","KOSDAQ","디지털컨텐츠","4060","105","2.65","279933102400"
"340360","다보링크","KOSDAQ","통신장비","2145","301","16.32","91731268200"
"039560","다산네트웍스","KOSDAQ","통신장비","3745","70","1.90","147949898845"
"154040","다산솔루에타","KOSDAQ","IT부품","1967","-27","-1.35","35307834898"
"032190","다우데이타","KOSDAQ","유통","12400","60","0.49","474920000000"
"068240","다원시스","KOSDAQ","IT부품","14610","130","0.90","500588814570"
"020400","대동금속","KOSDAQ","금속","8690","140","1.64","27713852540"
"008830","대동기어","KOSDAQ","기계·장비","8060","200","2.54","72439411200"
"048470","대동스틸","KOSDAQ","금속","3580","45","1.27","35800000000"
"004780","대륙제관","KOSDAQ","금속","4085","5","0.12","64964567915"
"017650","대림제지","KOSDAQ","종이·목재","8060","30","0.37","72540000000"
"007720","대명소노시즌","KOSDAQ","유통","614","2","0.33","61891476300"
"389260","대명에너지","KOSDAQ","건설","15900","440","2.85","271095000000"
"317850","대모","KOSDAQ","기계·장비","9450","320","3.50","78665769000"
"290670","대보마그네틱","KOSDAQ","기계·장비","29200","2000","7.35","229443672000"
"078140","대봉엘에스","KOSDAQ","제약","8550","20","0.23","94790250450"
"036480","대성미생물","KOSDAQ","제약","10850","-60","-0.55","41230000000"
"027830","대성창투","KOSDAQ","금융","2335","140","6.38","126090000000"
"104040","대성파인텍","KOSDAQ","운송장비·부품","1188","-46","-3.73","37185921828"
"129920","대성하이텍","KOSDAQ","기계·장비","6400","120","1.91","87776339200"
"438220","대신밸런스제13호스팩","KOSDAQ","금융","2275","0","0.00","12831000000"
"442310","대신밸런스제14호스팩","KOSDAQ","금융","2125","-5","-0.23","14258750000"
"457390","대신밸런스제15호스팩","KOSDAQ","금융","2075","5","0.24","14597625000"
"457630","대신밸런스제16호스팩","KOSDAQ","금융","2410","-5","-0.21","17617100000"
"020180","대신정보통신","KOSDAQ","컴퓨터서비스","1263","36","2.93","48535719645"
"045390","대아티아이","KOSDAQ","일반전기전자","3405","-15","-0.44","239961848685"
"108380","대양전기공업","KOSDAQ","운송장비·부품","11400","40","0.35","109067596200"
"006580","대양제지","KOSDAQ","종이·목재","3145","30","0.96","84443250000"
"007680","대원","KOSDAQ","건설","5300","40","0.76","71266312200"
"048910","대원미디어","KOSDAQ","유통","11800","300","2.61","148431562800"
"005710","대원산업","KOSDAQ","운송장비·부품","5870","10","0.17","117620712000"
"290380","대유","KOSDAQ","화학","2300","0","0.00","56841307600"
"290120","대유에이피","KOSDAQ","운송장비·부품","4095","-505","-10.98","52928235360"
"120240","대정화금","KOSDAQ","화학","16880","170","1.02","121373800080"
"003310","대주산업","KOSDAQ","음식료·담배","1722","1","0.06","60945626700"
"078600","대주전자재료","KOSDAQ","IT부품","79900","-300","-0.37","1236899380700"
"096350","대창솔루션","KOSDAQ","금속","476","-4","-0.83","77950240284"
"140520","대창스틸","KOSDAQ","금속","2615","35","1.36","55200670445"
"131220","대한과학","KOSDAQ","유통","6100","40","0.66","45472389000"
"010170","대한광통신","KOSDAQ","일반전기전자","1369","15","1.11","102005786254"
"054670","대한뉴팜","KOSDAQ","제약","9070","80","0.89","130199124400"
"023910","대한약품","KOSDAQ","제약","27850","250","0.91","167100000000"
"021040","대호특수강","KOSDAQ","금속","4020","-40","-0.99","43626595740"
"021045","대호특수강우","KOSDAQ","금속","7070","260","3.82","2999419220"
"067080","대화제약","KOSDAQ","제약","10550","520","5.18","196405657500"
"298540","더네이쳐홀딩스","KOSDAQ","섬유·의류","18540","360","1.98","272734079040"
"032860","더라미","KOSDAQ","기타서비스","3640","0","0.00","143288374320"
"393890","더블유씨피","KOSDAQ","일반전기전자","41450","1350","3.37","1396720671100"
"299170","더블유에스아이","KOSDAQ","유통","1916","-43","-2.19","57533577108"
"224060","더코디","KOSDAQ","반도체","6830","-140","-2.01","32431558340"
"213420","덕산네오룩스","KOSDAQ","반도체","47750","700","1.49","1185688797250"
"317330","덕산테코피아","KOSDAQ","반도체","18160","240","1.34","333734092480"
"077360","덕산하이메탈","KOSDAQ","일반전기전자","7330","20","0.27","333053224660"
"090410","덕신하우징","KOSDAQ","금속","2065","30","1.47","95163656175"
"263600","덕우전자","KOSDAQ","일반전기전자","7520","70","0.94","119795931200"
"194480","데브시스터즈","KOSDAQ","디지털컨텐츠","46500","0","0.00","557356440000"
"263800","데이타솔루션","KOSDAQ","정보기기","5220","120","2.35","84649503600"
"206560","덱스터","KOSDAQ","오락·문화","7680","520","7.26","195162132480"
"261200","덴티스","KOSDAQ","의료·정밀기기","8980","80","0.90","141473991160"
"067990","도이치모터스","KOSDAQ","유통","5090","20","0.39","163804089500"
"006620","동구바이오제약","KOSDAQ","제약","5580","110","2.01","158834655360"
"100130","동국S&C","KOSDAQ","금속","3050","80","2.69","174286150000"
"005160","동국산업","KOSDAQ","금속","4720","80","1.72","256033955040"
"075970","동국알앤에스","KOSDAQ","비금속","3375","60","1.81","62100000000"
"086450","동국제약","KOSDAQ","제약","15710","280","1.81","698466600000"
"099410","동방선기","KOSDAQ","운송장비·부품","2345","25","1.08","31753649690"
"033500","동성화인텍","KOSDAQ","화학","12400","470","3.94","371869725600"
"025950","동신건설","KOSDAQ","건설","16870","220","1.32","141708000000"
"088130","동아엘텍","KOSDAQ","기계·장비","6160","270","4.58","65683698080"
"041930","동아화성","KOSDAQ","화학","7830","150","1.95","123714000000"
"060380","동양에스텍","KOSDAQ","금속","2040","-50","-2.39","40188000000"
"079960","동양이엔피","KOSDAQ","IT부품","20550","760","3.84","161523000000"
"228340","동양파일","KOSDAQ","비금속","2840","170","6.37","56800000000"
"088910","동우팜투테이블","KOSDAQ","음식료·담배","2960","45","1.54","76462021440"
"094170","동운아나텍","KOSDAQ","반도체","22150","50","0.23","419804099150"
"013120","동원개발","KOSDAQ","건설","3335","115","3.57","302845013500"
"109860","동일금속","KOSDAQ","금속","9480","-10","-0.11","86268000000"
"032960","동일기연","KOSDAQ","IT부품","12720","-20","-0.16","48418540080"
"023790","동일철강","KOSDAQ","금속","1403","-94","-6.28","22459679975"
"005290","동진쎄미켐","KOSDAQ","반도체","36900","300","0.82","1897194828600"
"025900","동화기업","KOSDAQ","종이·목재","66600","1900","2.94","1346345307000"
"131970","두산테스나","KOSDAQ","반도체","59700","100","0.17","881146746900"
"073190","듀오백","KOSDAQ","기타제조","2715","20","0.74","32493228600"
"030350","드래곤플라이","KOSDAQ","디지털컨텐츠","585","36","6.56","40592549205"
"203650","드림시큐리티","KOSDAQ","출판·매체복제","3360","30","0.90","170035333440"
"223250","드림씨아이에스","KOSDAQ","기타서비스","3560","-20","-0.56","84405036800"
"060570","드림어스컴퍼니","KOSDAQ","디지털컨텐츠","3060","70","2.34","173991131820"
"217620","디딤이앤에프","KOSDAQ","숙박·음식","632","22","3.61","36496236720"
"016670","디모아","KOSDAQ","유통","375","4","1.08","38196759000"
"187870","디바이스이엔지","KOSDAQ","반도체","13600","600","4.62","95697882400"
"066670","디스플레이텍","KOSDAQ","IT부품","5200","80","1.56","97197973600"
"110990","디아이티","KOSDAQ","IT부품","21950","-850","-3.73","414855000000"
"263690","디알젬","KOSDAQ","의료·정밀기기","10370","20","0.19","117446575700"
"214680","디알텍","KOSDAQ","의료·정밀기기","4375","-5","-0.11","316703975000"
"263720","디앤씨미디어","KOSDAQ","디지털컨텐츠","23850","850","3.70","292761397350"
"376300","디어유","KOSDAQ","소프트웨어","36450","1150","3.26","865264898700"
"141020","디에스앤엘","KOSDAQ","유통","3735","0","0.00","43701490755"
"109740","디에스케이","KOSDAQ","기계·장비","5170","70","1.37","139718784700"
"196490","디에이테크놀로지","KOSDAQ","기계·장비","3285","25","0.77","111301949520"
"066900","디에이피","KOSDAQ","IT부품","2940","35","1.20","66868838820"
"127120","디엔에이링크","KOSDAQ","기타서비스","3730","230","6.57","63759471160"
"092070","디엔에프","KOSDAQ","화학","22900","450","2.00","264995548200"
"039840","디오","KOSDAQ","의료·정밀기기","20950","250","1.21","332722767250"
"219550","디와이디","KOSDAQ","유통","975","-16","-1.61","50979283875"
"310870","디와이씨","KOSDAQ","운송장비·부품","1805","10","0.56","37340524155"
"104460","디와이피엔에프","KOSDAQ","기계·장비","20550","590","2.96","220164993750"
"079810","디이엔티","KOSDAQ","기계·장비","16760","10","0.06","369056775440"
"113810","디젠스","KOSDAQ","운송장비·부품","1151","-12","-1.03","37554886701"
"043360","디지아이","KOSDAQ","정보기기","2930","135","4.83","26370000000"
"197140","디지캡","KOSDAQ","출판·매체복제","5790","-50","-0.86","55473144660"
"068930","디지털대성","KOSDAQ","기타서비스","6020","20","0.33","169467460820"
"033130","디지틀조선","KOSDAQ","디지털컨텐츠","2115","65","3.17","78498789705"
"105740","디케이락","KOSDAQ","기계·장비","9290","180","1.98","94354005770"
"263020","디케이앤디","KOSDAQ","화학","2955","80","2.78","45437273820"
"290550","디케이티","KOSDAQ","IT부품","8260","10","0.12","154200744460"
"187220","디티앤씨","KOSDAQ","기타서비스","5000","1150","29.87","58490105000"
"383930","디티앤씨알오","KOSDAQ","기타서비스","6690","850","14.55","84926285280"
"131180","딜리","KOSDAQ","정보기기","1217","25","2.10","35718950000"
"315640","딥노이드","KOSDAQ","소프트웨어","24700","50","0.20","267183209800"
"317120","라닉스","KOSDAQ","일반전기전자","4830","-10","-0.21","46657800000"
"042510","라온시큐어","KOSDAQ","소프트웨어","2340","-110","-4.49","90480185640"
"232680","라온테크","KOSDAQ","반도체","9370","340","3.77","117164672580"
"418420","라온텍","KOSDAQ","반도체","7490","330","4.61","220929219420"
"300120","라온피플","KOSDAQ","IT부품","6510","350","5.68","135642438120"
"171120","라이온켐텍","KOSDAQ","화학","3340","75","2.30","119911878400"
"388790","라이콤","KOSDAQ","통신장비","2740","30","1.11","81964168200"
"069540","라이트론","KOSDAQ","통신장비","4110","360","9.60","114902637060"
"347700","라이프시맨틱스","KOSDAQ","소프트웨어","2885","-25","-0.86","29507635750"
"214260","라파스","KOSDAQ","화학","19820","270","1.38","171580075120"
"200350","래몽래인","KOSDAQ","오락·문화","10990","120","1.10","71139412960"
"171010","램테크놀러지","KOSDAQ","반도체","5130","30","0.59","72866807280"
"084650","랩지노믹스","KOSDAQ","기타서비스","3835","185","5.07","284710361650"
"217500","러셀","KOSDAQ","기계·장비","3080","50","1.65","97980960000"
"141080","레고켐바이오","KOSDAQ","기타서비스","44650","1150","2.64","1185141110100"
"038390","레드캡투어","KOSDAQ","기타서비스","15140","30","0.20","130044727200"
"294140","레몬","KOSDAQ","화학","2100","50","2.44","88200000000"
"443250","레뷰코퍼레이션","KOSDAQ","소프트웨어","12270","530","4.51","136142104020"
"228670","레이","KOSDAQ","의료·정밀기기","24350","2750","12.73","372066612050"
"228850","레이언스","KOSDAQ","의료·정밀기기","9260","70","0.76","153632789640"
"412350","레이저쎌","KOSDAQ","반도체","10680","-10","-0.09","92985120960"
"281740","레이크머티리얼즈","KOSDAQ","화학","11100","160","1.46","729609082800"
"277810","레인보우로보틱스","KOSDAQ","기계·장비","167500","6100","3.78","3246628715000"
"215100","로보로보","KOSDAQ","디지털컨텐츠","4795","95","2.02","97570836930"
"090360","로보스타","KOSDAQ","기계·장비","27500","550","2.04","268125000000"
"108490","로보티즈","KOSDAQ","소프트웨어","26100","350","1.36","333211313700"
"900260","로스웰","KOSDAQ","금융","740","1","0.14","26663153120"
"067730","로지시스","KOSDAQ","컴퓨터서비스","3565","65","1.86","34487531930"
"071280","로체시스템즈","KOSDAQ","반도체","5920","80","1.37","90555889760"
"328130","루닛","KOSDAQ","소프트웨어","93000","-1300","-1.38","1151433372000"
"038060","루멘스","KOSDAQ","반도체","1395","0","0.00","67103781255"
"060240","룽투코리아","KOSDAQ","디지털컨텐츠","1508","23","1.55","38347360272"
"058470","리노공업","KOSDAQ","반도체","178800","5000","2.88","2725335756000"
"039980","리노스","KOSDAQ","컴퓨터서비스","840","0","0.00","38803698360"
"019570","리더스 기술투자","KOSDAQ","금융","646","1","0.16","33895645840"
"016100","리더스코스메틱","KOSDAQ","화학","2340","10","0.43","44696091960"
"012700","리드코프","KOSDAQ","유통","5750","60","1.05","152065276250"
"302550","리메드","KOSDAQ","의료·정밀기기","16800","610","3.77","102943948800"
"073570","리튬포어스","KOSDAQ","기타제조","7410","200","2.77","213905396250"
"377450","리파인","KOSDAQ","기타서비스","8680","690","8.64","150424400000"
"277070","린드먼아시아","KOSDAQ","금융","5010","0","0.00","68596920000"
"042500","링네트","KOSDAQ","컴퓨터서비스","4170","-40","-0.95","64038181260"
"219420","링크제니시스","KOSDAQ","소프트웨어","5690","180","3.27","65261494830"
"439090","마녀공장","KOSDAQ","화학","24700","-50","-0.20","404543022000"
"195500","마니커에프앤지","KOSDAQ","음식료·담배","3060","15","0.49","48739680000"
"377480","마음AI","KOSDAQ","소프트웨어","30150","-100","-0.33","185462689950"
"305090","마이크로디지탈","KOSDAQ","의료·정밀기기","7280","-50","-0.68","113834913920"
"098120","마이크로컨텍솔","KOSDAQ","반도체","13050","-10","-0.08","108481596300"
"424980","마이크로투나노","KOSDAQ","반도체","14720","120","0.82","87126060800"
"038290","마크로젠","KOSDAQ","기타서비스","21150","-1300","-5.79","229295610000"
"267980","매일유업","KOSDAQ","음식료·담배","45000","100","0.22","352963710000"
"005990","매일홀딩스","KOSDAQ","음식료·담배","8610","130","1.53","118114597440"
"093520","매커스","KOSDAQ","유통","9730","350","3.73","157266885160"
"377030","맥스트","KOSDAQ","소프트웨어","6330","290","4.80","123883683060"
"100590","머큐리","KOSDAQ","일반전기전자","5740","130","2.32","90864332020"
"067280","멀티캠퍼스","KOSDAQ","디지털컨텐츠","31800","100","0.32","188471572200"
"072870","메가스터디","KOSDAQ","출판·매체복제","11310","100","0.89","134826046290"
"215200","메가스터디교육","KOSDAQ","기타서비스","58200","1600","2.83","680618386800"
"133750","메가엠디","KOSDAQ","기타서비스","2655","215","8.81","62145789435"
"446540","메가터치","KOSDAQ","반도체","5090","70","1.39","105724390000"
"235980","메드팩토","KOSDAQ","기타서비스","7630","70","0.93","160845702850"
"041920","메디아나","KOSDAQ","의료·정밀기기","10240","2360","29.95","163840000000"
"014100","메디앙스","KOSDAQ","화학","2950","80","2.79","34810000000"
"054180","메디콕스","KOSDAQ","운송장비·부품","1182","22","1.90","35551547082"
"086900","메디톡스","KOSDAQ","제약","211000","4000","1.93","1539976748000"
"078160","메디포스트","KOSDAQ","제약","7190","190","2.71","151003847940"
"065650","메디프론","KOSDAQ","유통","1040","9","0.87","53812675280"
"408920","메쎄이상","KOSDAQ","기타서비스","2860","165","6.12","123644821300"
"021880","메이슨캐피탈","KOSDAQ","금융","298","-1","-0.33","45350953584"
"140410","메지온","KOSDAQ","기타서비스","37100","1400","3.92","1097692131900"
"241770","메카로","KOSDAQ","반도체","8570","-90","-1.04","87350924800"
"059210","메타바이오메드","KOSDAQ","제약","4500","-140","-3.02","107380579500"
"058110","멕아이씨에스","KOSDAQ","의료·정밀기기","3015","-20","-0.66","48392347950"
"434480","모니터랩","KOSDAQ","소프트웨어","6720","610","9.98","81313680000"
"080420","모다이노칩","KOSDAQ","IT부품","2575","-55","-2.09","205283176650"
"417970","모델솔루션","KOSDAQ","기계·장비","15830","260","1.67","101259761000"
"080160","모두투어","KOSDAQ","기타서비스","16620","120","0.73","314118000000"
"087260","모바일어플라이언스","KOSDAQ","소프트웨어","3005","50","1.69","97821347305"
"101330","모베이스","KOSDAQ","IT부품","3200","40","1.27","74070492800"
"012860","모베이스전자","KOSDAQ","운송장비·부품","2010","-5","-0.25","147199248570"
"363260","모비데이즈","KOSDAQ","기타서비스","534","4","0.75","85877264298"
"348030","모비릭스","KOSDAQ","디지털컨텐츠","8020","90","1.13","77022476000"
"250060","모비스","KOSDAQ","소프트웨어","5370","40","0.75","172759956180"
"288980","모아데이타","KOSDAQ","소프트웨어","2695","50","1.89","90772483340"
"033200","모아텍","KOSDAQ","IT부품","3970","-50","-1.24","56894804450"
"333050","모코엠시스","KOSDAQ","소프트웨어","1400","30","2.19","32972147600"
"118990","모트렉스","KOSDAQ","운송장비·부품","15550","190","1.24","380905025000"
"006920","모헨즈","KOSDAQ","비금속","3970","55","1.40","43352400000"
"001810","무림SP","KOSDAQ","종이·목재","1889","15","0.80","41817737500"
"279600","미디어젠","KOSDAQ","소프트웨어","11260","170","1.53","52750634060"
"095500","미래나노텍","KOSDAQ","IT부품","16200","260","1.63","502361983800"
"254490","미래반도체","KOSDAQ","유통","20550","350","1.73","296700900000"
"218150","미래생명자원","KOSDAQ","음식료·담배","4500","120","2.74","91871109000"
"442900","미래에셋드림스팩1호","KOSDAQ","금융","9410","60","0.64","72268800000"
"100790","미래에셋벤처투자","KOSDAQ","금융","4880","30","0.62","264336668000"
"412930","미래에셋비전스팩1호","KOSDAQ","금융","2055","-5","-0.24","12691680000"
"446190","미래에셋비전스팩2호","KOSDAQ","금융","2050","-5","-0.24","10147500000"
"448830","미래에셋비전스팩3호","KOSDAQ","금융","2035","0","0.00","10012200000"
"049950","미래컴퍼니","KOSDAQ","기계·장비","29200","200","0.69","257482212800"
"207760","미스터블루","KOSDAQ","디지털컨텐츠","1682","39","2.37","125770493704"
"059090","미코","KOSDAQ","반도체","8930","150","1.71","298411827540"
"214610","미코바이오메드","KOSDAQ","의료·정밀기기","2810","-40","-1.40","51445763810"
"201490","미투온","KOSDAQ","디지털컨텐츠","3035","60","2.02","94867331950"
"418470","밀리의서재","KOSDAQ","디지털컨텐츠","18550","-350","-1.85","155602760950"
"206640","바디텍메드","KOSDAQ","제약","17170","220","1.30","403264235200"
"018700","바른손","KOSDAQ","유통","1681","28","1.69","59036311517"
"035620","바른손이앤에이","KOSDAQ","오락·문화","639","6","0.95","47566952325"
"053030","바이넥스","KOSDAQ","제약","8050","100","1.26","255676436400"
"301300","바이브컴퍼니","KOSDAQ","소프트웨어","7070","270","3.97","87139828580"
"064550","바이오니아","KOSDAQ","제약","32350","2650","8.92","834962913850"
"314930","바이오다인","KOSDAQ","의료·정밀기기","48500","950","2.00","299860707500"
"208710","바이오로그디바이스","KOSDAQ","IT부품","893","-7","-0.78","42275446025"
"086820","바이오솔루션","KOSDAQ","제약","12380","340","2.82","100815613880"
"038460","바이오스마트","KOSDAQ","정보기기","3505","0","0.00","73182013095"
"251120","바이오에프디엔씨","KOSDAQ","제약","14200","60","0.42","123478940000"
"199730","바이오인프라","KOSDAQ","기타서비스","11650","340","3.01","55883500550"
"086040","바이오톡스텍","KOSDAQ","기타서비스","6290","220","3.62","100377373630"
"099430","바이오플러스","KOSDAQ","제약","6580","10","0.15","381185085120"
"032980","바이온","KOSDAQ","유통","1255","-26","-2.03","47681621620"
"222160","바이옵트로","KOSDAQ","기계·장비","6150","370","6.40","50709000900"
"308080","바이젠셀","KOSDAQ","제약","5130","30","0.59","98320246200"
"043150","바텍","KOSDAQ","의료·정밀기기","33700","1000","3.06","500588427200"
"323990","박셀바이오","KOSDAQ","기타서비스","21100","500","2.43","321205300000"
"267790","배럴","KOSDAQ","섬유·의류","7310","-190","-2.53","57664935000"
"046310","백금T&A","KOSDAQ","통신장비","3370","0","0.00","55330820170"
"331520","밸로프","KOSDAQ","디지털컨텐츠","1070","47","4.59","54424897300"
"438700","버넥트","KOSDAQ","소프트웨어","8100","250","3.18","89063064000"
"066410","버킷스튜디오","KOSDAQ","통신서비스","1153","0","0.00","96978744678"
"382900","범한퓨얼셀","KOSDAQ","일반전기전자","17640","620","3.64","154544040000"
"206400","베노티앤알","KOSDAQ","건설","3695","5","0.14","111216869160"
"019010","베뉴지","KOSDAQ","유통","2150","20","0.94","103630000000"
"177350","베셀","KOSDAQ","반도체","1631","17","1.05","21807968889"
"299910","베스파","KOSDAQ","디지털컨텐츠","3165","0","0.00","25974889140"
"424760","벨로크","KOSDAQ","컴퓨터서비스","1476","-3","-0.20","28663922952"
"225530","보광산업","KOSDAQ","비금속","5620","270","5.05","204223645740"
"250000","보라티알","KOSDAQ","유통","10780","150","1.41","72772901740"
"310210","보로노이","KOSDAQ","제약","38450","900","2.40","659502205350"
"006910","보성파워텍","KOSDAQ","금속","2925","20","0.69","143704735200"
"226340","본느","KOSDAQ","화학","2780","-55","-1.94","97886068480"
"014470","부방","KOSDAQ","기타서비스","3830","815","27.03","230000155800"
"008470","부스타","KOSDAQ","금속","4860","40","0.83","40847328000"
"338220","뷰노","KOSDAQ","소프트웨어","36100","350","0.98","434122860400"
"100120","뷰웍스","KOSDAQ","의료·정밀기기","28750","400","1.41","287553618750"
"406820","뷰티스킨","KOSDAQ","화학","18150","200","1.11","64142826000"
"337930","브랜드엑스코퍼레이션","KOSDAQ","인터넷","4500","90","2.04","131699650500"
"099390","브레인즈컴퍼니","KOSDAQ","소프트웨어","7010","0","0.00","57540063830"
"064480","브리지텍","KOSDAQ","컴퓨터서비스","6510","180","2.84","77810775000"
"288330","브릿지바이오테라퓨틱스","KOSDAQ","제약","3340","40","1.21","72238562080"
"365900","브이씨","KOSDAQ","기타제조","4105","105","2.63","30008781500"
"251630","브이원텍","KOSDAQ","기계·장비","9570","360","3.91","152573419020"
"018290","브이티","KOSDAQ","화학","21000","200","0.96","751758147000"
"044480","블레이드 Ent","KOSDAQ","화학","1131","-23","-1.99","38557986402"
"033560","블루콤","KOSDAQ","IT부품","3165","-25","-0.78","54121500000"
"369370","블리츠웨이","KOSDAQ","기타제조","1988","17","0.86","84475968696"
"126340","비나텍","KOSDAQ","IT부품","45100","2100","4.88","261733204700"
"121800","비덴트","KOSDAQ","통신장비","3320","0","0.00","256309348520"
"148140","비디아이","KOSDAQ","기계·장비","640","0","0.00","27653546880"
"082800","비보존 제약","KOSDAQ","제약","3220","-60","-1.83","155241722300"
"318410","비비씨","KOSDAQ","기타제조","9170","170","1.89","50941578310"
"419540","비스토스","KOSDAQ","의료·정밀기기","2225","85","3.97","51158336975"
"146320","비씨엔씨","KOSDAQ","반도체","20350","50","0.25","259672166050"
"200780","비씨월드제약","KOSDAQ","제약","6610","80","1.23","58778658240"
"413640","비아이매트릭스","KOSDAQ","소프트웨어","12350","-750","-5.73","89005709000"
"141000","비아트론","KOSDAQ","반도체","8920","350","4.08","108063213200"
"083650","비에이치아이","KOSDAQ","기계·장비","7110","70","0.99","220014506250"
